name,review_count,rating,price,category,city,state,zip_code,delivery,pickup,restaurant reservation,vagen_options,street parking,wheelchair accessible,free wi-fi,accepts credit card,accepts apple pay,accepts android pay,outdoor seating,casual dress,good for kids,bike parking,tv,waiter service,full bar,dogs allowed
India's Restaurant,3104,4.5,2,indpak,Los Angeles,CA,90029,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0
KazuNori  | The Original Hand Roll Bar,2881,4.5,2,sushi,Los Angeles,CA,90013,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
Saffron & Rose Ice Cream,2429,4.5,1,icecream,Los Angeles,CA,90024,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Milk,5837,4,2,icecream,Los Angeles,CA,90036,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Dave's Hot Chicken,3487,4.5,2,chickenshop,Los Angeles,CA,90029,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0
Han Bat Sul Lung Tang,2320,4.5,2,korean,Los Angeles,CA,90020,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Philippe the Original,6349,4,1,sandwiches,Los Angeles,CA,90012,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
Urth Caffé- Downtown LA,5401,4,2,coffee,Los Angeles,CA,90013,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
Magal BBQ,1684,4.5,2,korean,Los Angeles,CA,90005,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1
EMC Seafood & Raw Bar,3240,4,2,seafood,Los Angeles,CA,90020,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0
Dirt Dog,2338,4.5,1,hotdog,Los Angeles,CA,90007,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0
Silverlake Ramen,3359,4,2,ramen,Los Angeles,CA,90026,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
Joe's Falafel,2214,4.5,2,mediterranean,Los Angeles,CA,90068,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0
Maccheroni Republic,3129,4.5,2,italian,Los Angeles,CA,90013,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Pizzeria Mozza,4297,4,2,pizza,Los Angeles,CA,90036,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
Soowon Galbi KBBQ Restaurant,2592,4.5,2,korean,Los Angeles,CA,90005,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
Anarkali Indian Restaurant,3093,4.5,2,indpak,Los Angeles,CA,90038,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Met Her At A Bar,1693,4.5,2,cafes,Los Angeles,CA,90036,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
Bulgogi Hut,2600,4.5,2,korean,Los Angeles,CA,90010,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0
Pine & Crane,2385,4.5,2,taiwanese,Los Angeles,CA,90026,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
Guisados,2174,4.5,1,mexican,Los Angeles,CA,90026,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
Quarters Korean BBQ,2888,4,2,korean,Los Angeles,CA,90020,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0
BROKEN MOUTH | Lee's Homestyle,990,5,2,hawaiian,Los Angeles,CA,90015,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1
Ave 26 Taco Stand,1616,4.5,1,foodstands,Los Angeles,CA,90031,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
M Grill,2155,4.5,3,brazilian,Los Angeles,CA,90010,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
Alcove Café & Bakery,4368,4,2,bakeries,Los Angeles,CA,90027,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1
Guisados,2513,4.5,1,mexican,Los Angeles,CA,90033,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0
Milk Jar Cookies,1585,4.5,1,desserts,Los Angeles,CA,90036,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
Papa Cristo's,1987,4.5,2,greek,Los Angeles,CA,90006,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1
Gol Tong Chicken,997,4.5,2,chicken_wings,Los Angeles,CA,90020,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
SomiSomi,1741,4.5,1,desserts,Los Angeles,CA,90005,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0
Tatsu Ramen,3659,4,2,ramen,Los Angeles,CA,90046,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1
Benny's Tacos & Chicken Rotisserie,2671,4.5,1,mexican,Los Angeles,CA,90045,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1
Mex Perú Gipsy,1055,5,2,mexican,Los Angeles,CA,90015,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
Pasta Sisters,1623,4.5,2,delis,Los Angeles,CA,90019,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
Leo's Tacos Truck,1937,4.5,1,foodtrucks,Los Angeles,CA,90019,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
El Chato Taco Truck,1316,4.5,1,mexican,Los Angeles,CA,90019,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Donut Friend,2518,4.5,1,donuts,Los Angeles,CA,90042,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0
Eight Korean BBQ,1671,4.5,2,korean,Los Angeles,CA,90005,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
Hangari Kalguksu,1754,4.5,2,korean,Los Angeles,CA,90020,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
Hoy-Ka Thai Restaurant,1936,4.5,2,thai,Los Angeles,CA,90028,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
The Pie Hole,3187,4,2,desserts,Los Angeles,CA,90013,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1
Road To Seoul,3769,4,2,korean,Los Angeles,CA,90006,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
Angelini Osteria,1842,4.5,3,italian,Los Angeles,CA,90036,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1
Tsujita LA Artisan Noodle,4111,4,2,ramen,Los Angeles,CA,90025,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0
Guisados DTLA,1887,4.5,1,mexican,Los Angeles,CA,90013,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0
Ssam Korean BBQ,1177,4.5,2,korean,Los Angeles,CA,90006,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
Yuko Kitchen,1626,4.5,2,japanese,Los Angeles,CA,90036,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1
A Food Affair,1354,4.5,2,french,Los Angeles,CA,90035,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0
Bao Dim Sum House,3061,4,2,dimsum,Los Angeles,CA,90048,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0
SUGARFISH by sushi nozawa,2496,4,3,japanese,Los Angeles,CA,90017,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Home Restaurant - Los Feliz,3117,4,2,breakfast_brunch,Los Angeles,CA,90027,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1
DeSano Pizza Bakery,1344,4.5,2,pizza,Los Angeles,CA,90029,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0
Dino's Chicken and Burgers,2084,4,1,burgers,Los Angeles,CA,90006,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Cafe Dulce,2195,4,1,coffee,Los Angeles,CA,90012,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0
California Donuts,2846,4,1,bakeries,Los Angeles,CA,90020,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1
Sun Nong Dan,1744,4,2,korean,Los Angeles,CA,90020,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0
Hokkaido Ramen Santouka,2244,4.5,2,ramen,Los Angeles,CA,90066,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0
Father's Office,6049,3.5,2,burgers,Los Angeles,CA,90034,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0
Mashti Malone's Ice Cream,1417,4.5,1,icecream,Los Angeles,CA,90028,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
Osteria Mozza,2850,4,4,italian,Los Angeles,CA,90038,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
Shin-Sen-Gumi Hakata Ramen - Little Tokyo,2835,4,2,ramen,Los Angeles,CA,90012,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
Roscoe's House of Chicken & Waffles,4035,4,2,soulfood,Los Angeles,CA,90028,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
Mario's Peruvian & Seafood,2385,4,2,seafood,Los Angeles,CA,90038,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Sul & Beans,1413,4.5,2,desserts,Los Angeles,CA,90005,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
Ahgassi Gopchang,1401,4.5,2,korean,Los Angeles,CA,90005,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
Bludso's Bar & Que,2302,4,2,bbq,Los Angeles,CA,90036,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Angry Chickz,983,4.5,2,southern,Los Angeles,CA,90027,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0
The Little Door,2167,4,3,french,Los Angeles,CA,90048,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0
Poppy + Rose,2499,4,2,breakfast_brunch,Los Angeles,CA,90014,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
Chichen Itza Restaurant,1254,4.5,2,mexican,Los Angeles,CA,90007,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0
Salt & Straw,1059,4.5,2,icecream,Los Angeles,CA,90013,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1
Pink's Hot Dogs,7188,3.5,1,hotdog,Los Angeles,CA,90038,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1
Bavel,1443,4.5,3,mideastern,Los Angeles,CA,90013,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0
Taqueria Los Anaya,1259,4.5,2,mexican,Los Angeles,CA,90016,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Ham Ji Park,1542,4,2,korean,Los Angeles,CA,90020,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
Sushi Enya - Los Angeles,1458,4.5,2,japanese,Los Angeles,CA,90012,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0
Cassell's Hamburgers,1629,4,2,tradamerican,Los Angeles,CA,90020,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
n/naka,807,4.5,4,japanese,Los Angeles,CA,90034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
The Bun Shop,1671,4,1,korean,Los Angeles,CA,90004,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
Water Grill - Los Angeles,2153,4,3,seafood,Los Angeles,CA,90071,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0
The Boiling Crab,2358,4,2,seafood,Los Angeles,CA,90010,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Osteria La Buca,1976,4,2,italian,Los Angeles,CA,90038,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0
Guelaguetza Restaurante,2352,4,2,mexican,Los Angeles,CA,90006,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0
The Park's Finest,2094,4,2,bbq,Los Angeles,CA,90026,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
Shojin Downtown,1820,4,2,japanese,Los Angeles,CA,90013,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
Pa Ord Noodle,1490,4,1,thai,Los Angeles,CA,90027,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
Ta-eem Grill,1148,4.5,2,mediterranean,Los Angeles,CA,90046,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
Sage Vegan Bistro - Echo Park,2392,4,2,vegan,Los Angeles,CA,90026,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
Sonoratown,1324,4.5,1,mexican,Los Angeles,CA,90014,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1
Corn Man,968,4.5,1,foodstands,Los Angeles,CA,90031,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
Fratelli Cafe,1518,4.5,2,coffee,Los Angeles,CA,90046,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
Ricky's Fish Tacos,1207,4.5,1,foodtrucks,Los Angeles,CA,90027,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
Roscoe's House of Chicken & Waffles,2894,4,2,soulfood,Los Angeles,CA,90019,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
Kobawoo House,1243,4.5,2,korean,Los Angeles,CA,90005,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
Tlayuda L.A. Restaurant,743,4.5,2,mexican,Los Angeles,CA,90029,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
Marmalade Cafe,2293,4,2,newamerican,Los Angeles,CA,90036,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1
Undergrind Cafe,945,4.5,1,cafes,Los Angeles,CA,90034,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
Eat This Cafe,1389,4.5,2,breakfast_brunch,Los Angeles,CA,90038,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
Hae Ha Heng Thai Bistro,1291,4.5,2,thai,Los Angeles,CA,90020,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0
Birdies,1983,4,2,chickenshop,Los Angeles,CA,90015,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
Runyon Canyon Park,1802,4,2,dog_parks,Los Angeles,CA,90046,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Joan's on Third,2366,4,2,breakfast_brunch,Los Angeles,CA,90048,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
Palms Thai Restaurant,2782,4,2,seafood,Los Angeles,CA,90028,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Little Jewel of New Orleans,1794,4,2,delis,Los Angeles,CA,90012,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0
Cleo Hollywood,1746,4,3,mediterranean,Los Angeles,CA,90028,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Mariscos Jalisco,989,4.5,1,mexican,Los Angeles,CA,90023,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
Sushi Komasa,1348,4.5,2,sushi,Los Angeles,CA,90012,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
Wanderlust Creamery,1059,4.5,2,desserts,Los Angeles,CA,90039,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
Crossroads,2318,4,3,vegan,Los Angeles,CA,90046,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
Alchemist Coffee Project,1139,4.5,2,coffee,Los Angeles,CA,90005,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
Oakobing,1067,4.5,2,shavedice,Los Angeles,CA,90020,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Larchmont Village Wine Spirits & Cheese,947,4.5,1,beer_and_wine,Los Angeles,CA,90004,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
Gus's World Famous Fried Chicken,1507,4,2,southern,Los Angeles,CA,90019,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
California Science Center,1493,4,2,childrensmuseums,Los Angeles,CA,90037,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Philz Coffee,961,4.5,1,coffee,Los Angeles,CA,90017,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
Fugetsu-Do,818,4.5,1,candy,Los Angeles,CA,90012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Park's BBQ,1798,4,3,bbq,Los Angeles,CA,90006,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0
Mendocino Farms,1147,4.5,2,sandwiches,Los Angeles,CA,90036,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0
Ktown Pho,760,4.5,2,vietnamese,Los Angeles,CA,90006,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
The Grain Cafe,976,4.5,2,sandwiches,Los Angeles,CA,90019,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0
Cafe Gratitude,2129,4,2,vegan,Los Angeles,CA,90004,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
Carlitos Gardel Argentine Steakhouse,1037,4.5,3,argentine,Los Angeles,CA,90046,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0
My Two Cents,732,4.5,2,southern,Los Angeles,CA,90019,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0
Golden State,1532,4,2,burgers,Los Angeles,CA,90036,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0
Jacks N Joe,2123,4,2,breakfast_brunch,Los Angeles,CA,90007,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Jeni's Splendid Ice Creams,887,4.5,2,icecream,Los Angeles,CA,90027,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
Craft,1703,4,3,newamerican,Los Angeles,CA,90067,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
Bacari W. Adams,1446,4,2,italian,Los Angeles,CA,90007,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
Eastside Italian Deli,1069,4.5,1,italian,Los Angeles,CA,90012,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0
Running Goose,1104,4.5,2,tapasmallplates,Los Angeles,CA,90028,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1
Ruen Pair,1819,4,2,thai,Los Angeles,CA,90027,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0
Bae,1297,4.5,1,icecream,Los Angeles,CA,90012,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
Seven Grand,2135,4,2,lounges,Los Angeles,CA,90014,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Yang Chow,2704,4,2,chinese,Los Angeles,CA,90012,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0
Nickel Diner,2420,4,2,diners,Los Angeles,CA,90013,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
AOC,2332,4,3,wine_bars,Los Angeles,CA,90048,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0
Cardamom Indian Cuisine,935,4.5,2,indpak,Los Angeles,CA,90036,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
Powerplant Superfood Cafe,649,4.5,2,gluten_free,Los Angeles,CA,90019,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1
Gelateria Uli,683,4.5,1,icecream,Los Angeles,CA,90013,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
いざかや おせん- IZAKAYA OSEN,925,4.5,2,sushi,Los Angeles,CA,90026,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0
The Oinkster,3685,4,2,tradamerican,Los Angeles,CA,90041,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1
Simpang Asia,1684,4,2,indonesian,Los Angeles,CA,90034,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0
Bronzed Aussie,628,4.5,1,australian,Los Angeles,CA,90035,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1
Stout Burgers & Beers,2144,4,2,burgers,Los Angeles,CA,90028,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1
Chibiscus Asian Cafe,1113,4.5,2,asianfusion,Los Angeles,CA,90046,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0
Mikawaya,1519,4,1,desserts,Los Angeles,CA,90012,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Fat Sal's Deli - Hollywood,2240,4,2,sandwiches,Los Angeles,CA,90028,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0
Bossa Nova on Sunset,3282,3.5,2,brazilian,Los Angeles,CA,90046,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0
The Kitchen,1451,4,2,newamerican,Los Angeles,CA,90029,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1
Din Tai Fung,1742,4,2,taiwanese,Los Angeles,CA,90067,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
Berlins,1018,4.5,1,bubbletea,Los Angeles,CA,90048,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
Colori Kitchen,1692,4,2,italian,Los Angeles,CA,90014,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
HomeState,1161,4.5,1,tex-mex,Los Angeles,CA,90027,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1
Strada Eateria & Bar,426,5,2,tapasmallplates,Los Angeles,CA,90015,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Boo's Philly Cheesesteaks - Silverlake,1243,4,1,cheesesteaks,Los Angeles,CA,90029,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0
Tatsu Ramen,3348,4,2,ramen,Los Angeles,CA,90025,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Sqirl,2089,4,2,newamerican,Los Angeles,CA,90029,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
Lala's Argentine Grill,2043,4,2,argentine,Los Angeles,CA,90046,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
Tilt Coffee Bar,448,5,1,coffee,Los Angeles,CA,90013,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
Tiki-Ti Cocktail Lounge,877,4.5,2,tikibars,Los Angeles,CA,90027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Big Man Bakes,1389,4,2,desserts,Los Angeles,CA,90013,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
Redbird,1518,4,3,cocktailbars,Los Angeles,CA,90012,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
LA Rose Cafe,1028,4.5,2,filipino,Los Angeles,CA,90029,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0
Best Fish Taco In Ensenada,2227,4,1,mexican,Los Angeles,CA,90027,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1
Three Borders Brunch & Grill,416,5,2,breakfast_brunch,Los Angeles,CA,90036,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1
Yuchun,1094,4,2,korean,Los Angeles,CA,90006,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
71 Above,1903,4,4,tradamerican,Los Angeles,CA,90071,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
Crispy School,381,5,2,burgers,Los Angeles,CA,90057,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
Canter's Deli,3829,3.5,2,bakeries,Los Angeles,CA,90036,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0
B Sweet Dessert Bar,1809,4,1,desserts,Los Angeles,CA,90025,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1
Osteria Mamma,1683,4,2,italian,Los Angeles,CA,90038,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1
Toca Madera,2174,4,3,cocktailbars,Los Angeles,CA,90048,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
Two Hands Hotdog,910,4.5,1,hotdog,Los Angeles,CA,90020,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Araya's Place - Thai Vegan Restaurant,667,4.5,2,vegan,Los Angeles,CA,90048,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
India's Tandoori,1475,4,2,indpak,Los Angeles,CA,90036,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0
PASTA e PASTA by Allegro,876,4.5,2,italian,Los Angeles,CA,90012,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
Andre's Italian Restaurant,1248,4,1,italian,Los Angeles,CA,90036,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Zzamong,1109,4,1,korean,Los Angeles,CA,90004,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0
Zinc Cafe & Market,1782,4,2,breakfast_brunch,Los Angeles,CA,90013,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
Mike's Deli,936,4.5,2,delis,Los Angeles,CA,90056,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
Marugame Udon,1476,4,1,japanese,Los Angeles,CA,90025,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
Sidewalk Grill,1051,4.5,2,mediterranean,Los Angeles,CA,90027,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1
Palermo Italian Restaurant,1592,4,2,italian,Los Angeles,CA,90027,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0
Yardbird Southern Table & Bar,1129,4.5,3,southern,Los Angeles,CA,90048,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
Balcony Coffee and Tea,359,5,1,coffee,Los Angeles,CA,90004,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Panini Kabob Grill - Downtown LA,1542,4,2,mediterranean,Los Angeles,CA,90015,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1
The Edison,3058,3.5,3,cocktailbars,Los Angeles,CA,90012,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
Artelice Patisserie,470,5,2,cakeshop,Los Angeles,CA,90064,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
L'Antica Pizzeria Da Michele,912,4.5,2,pizza,Los Angeles,CA,90028,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
Joy,969,4.5,2,taiwanese,Los Angeles,CA,90042,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
San Antonio Winery,1399,4,2,wineries,Los Angeles,CA,90031,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0
